AcquisitionDate,link,title,publishedDate,authors,Key_dispersion relation,Key_distance conjecture,Key_EFT,Key_holographic QCD,Key_landscape,Key_Positivity,Key_Regge,Key_Swampland,Key_Weak Gravity
2022-12-08,http://arxiv.org/abs/2212.00764v1,On unitarity of the Coon amplitude,2022-12-01 18:51:40+00:00,"Rishabh Bhardwaj,Shounak De,Marcus Spradlin,Anastasia Volovich",False,False,False,False,False,True,True,False,False
2022-12-07,http://arxiv.org/abs/2212.00039v1,Reflections on Parity Breaking,2022-11-30 19:00:02+00:00,"Jacob McNamara,Matthew Reece",False,False,False,False,False,False,False,True,False
2022-12-07,http://arxiv.org/abs/2211.17147v1,Regge pole description of scattering by dirty black holes,2022-11-30 16:35:16+00:00,"Theo Torres,Mohamed Ould El Hadj,Shi-Qian Hu,Ruth Gregory",False,False,False,False,False,False,True,False,False
2022-12-07,http://arxiv.org/abs/2211.17034v1,Probabilistic cellular automaton for quantum particle in a potential,2022-11-30 14:28:48+00:00,C. Wetterich,False,False,True,False,False,False,False,False,False
2022-12-06,http://arxiv.org/abs/2211.16515v1,The New Formulation of Higgs Effective Field Theory,2022-11-29 19:00:00+00:00,"Zi-Yu Dong,Teng Ma,Jing Shu,Zi-Zheng Zhou",False,False,True,False,False,False,False,False,False
2022-12-06,http://arxiv.org/abs/2211.16503v1,Coupled minimal models revisited,2022-11-29 18:59:56+00:00,"António Antunes,Connor Behan",False,False,False,False,False,False,True,False,False
2022-12-06,http://arxiv.org/abs/2211.16458v1,A geometrical approach to nontrivial topology via exotic spinors,2022-11-29 18:39:39+00:00,"J. M. Hoff da Silva,R. T. Cavalcanti,D. Beghetto,G. M. Caires da Rocha",True,False,False,False,False,False,False,False,False
2022-12-06,http://arxiv.org/abs/2211.16404v1,Polarisability and magnetisation of electrically $K$-mouflaged objects: the Born-Infeld ModMax case study,2022-11-29 17:28:11+00:00,"Jose Beltrán Jiménez,Dario Bettoni,Philippe Brax",False,False,True,False,False,False,False,False,False
2022-12-05,http://arxiv.org/abs/2211.15699v1,Fake Z,2022-11-28 19:00:03+00:00,"Anatoly Dymarsky,Rohit R. Kalloor",False,False,False,False,False,True,False,False,False
2022-12-05,http://arxiv.org/abs/2211.15594v1,Explorations in the Space of S-Matrices,2022-11-28 17:49:44+00:00,Parthiv Haldar,False,False,True,False,False,False,False,False,False
2022-12-05,http://arxiv.org/abs/2211.15534v1,Revisiting thermodynamic topologies of black holes,2022-11-28 16:42:37+00:00,"Chaoxi Fang,Jie Jiang,Ming Zhang",False,False,False,False,True,False,False,False,False
2022-12-05,http://arxiv.org/abs/2211.15318v1,Fermionic CFTs at large charge and large N,2022-11-28 13:58:42+00:00,"Nicola Dondi,Simeon Hellerman,Ioannis Kalogerakis,Rafael Moser,Domenico Orlando,Susanne Reffert",False,False,True,False,False,False,False,False,False
2022-12-04,http://arxiv.org/abs/2211.14762v1,"Dynamical stability from quasi normal modes in 2nd, 1st and 0th order holographic superfluid phase transitions",2022-11-27 08:33:59+00:00,"Zi-Qiang Zhao,Xing-Kun Zhang,Zhang-Yu Nie",False,False,False,False,True,False,False,False,False
2022-12-02,http://arxiv.org/abs/2211.14323v1,Completely Dark Matter from Rapid-Turn Multifield Inflation,2022-11-25 19:00:00+00:00,"Edward W. Kolb,Andrew J. Long,Evan McDonough,Guillaume Payeur",False,False,False,False,False,False,False,True,False
2022-12-02,http://arxiv.org/abs/2211.14325v1,Implications of the Weak Gravity Conjecture for Tidal Love Numbers of Black Holes,2022-11-25 19:00:00+00:00,"Valerio De Luca,Justin Khoury,Sam S. C. Wong",False,False,False,False,False,False,False,False,True
2022-12-02,http://arxiv.org/abs/2211.14018v1,Completing the Fifth PN Precision Frontier via the EFT of Spinning Gravitating Objects,2022-11-25 10:50:51+00:00,"Michèle Levi,Zhewei Yin",False,False,True,False,False,False,False,False,False
2022-12-01,http://arxiv.org/abs/2211.13754v1,Complex Spin: The Missing Zeroes and Newton's Dark Magic,2022-11-24 18:53:54+00:00,"Alexandre Homrich,David Simmons-Duffin,Pedro Vieira",False,False,False,False,False,False,True,False,False
2022-12-01,http://arxiv.org/abs/2211.13753v1,Inverse Problem Approach for Non-Perturbative QCD: Foundation,2022-11-24 18:45:34+00:00,"Ao-Sheng Xiong,Ting Wei,Fu-Sheng Yu",True,False,False,False,False,False,False,False,False
2022-12-01,http://arxiv.org/abs/2211.13689v1,Open Superstring First Mass Level Effective Lagrangian: Massive Spin-2 in an Electromagnetic Background,2022-11-24 16:13:03+00:00,"Karim Benakli,Cassiano A. Daniel,Wenqi Ke",False,False,False,False,False,False,True,False,False
2022-11-30,http://arxiv.org/abs/2211.13284v1,Fuzzy hyperspheres via confining potentials and energy cutoffs,2022-11-23 20:06:47+00:00,Gaetano Fiore,False,False,True,False,False,False,False,False,False
2022-11-30,http://arxiv.org/abs/2211.13233v1,"Slow-roll inflation in $f\left(R, T, R_{ab}T^{ab}\right)$ gravity",2022-11-23 07:32:05+00:00,Zhe Feng,False,False,True,False,False,False,False,False,False
2022-11-29,http://arxiv.org/abs/2211.12488v1,Cornering Large-$N_c$ QCD with Positivity Bounds,2022-11-22 18:54:31+00:00,"Clara Fernandez,Alex Pomarol,Francesco Riva,Francesco Sciotti",False,False,False,True,False,True,False,False,False
2022-11-29,http://arxiv.org/abs/2211.12064v1,Causal shadow and non-local modular flow: from degeneracy to perturbative genesis by correlation,2022-11-22 07:39:57+00:00,"Liangyu Chen,Huajia Wang",False,False,False,False,False,True,False,False,False
2022-11-29,http://arxiv.org/abs/2211.12056v1,Constraining Palatini-Horndeski theory with gravitational waves after GW170817,2022-11-22 07:04:43+00:00,"Yu-Qi Dong,Yu-Qiang Liu,Yu-Xiao Liu",False,False,True,False,False,False,False,False,False
2022-11-28,http://arxiv.org/abs/2211.11791v1,Holographic cameras: an eye for the bulk,2022-11-21 19:00:17+00:00,Simon Caron-Huot,False,False,False,False,False,False,True,False,False
2022-11-28,http://arxiv.org/abs/2211.11768v1,Large U(1) charges from flux breaking in 4D F-theory models,2022-11-21 19:00:00+00:00,"Shing Yan Li,Washington Taylor",False,False,False,False,True,False,False,False,False
2022-11-28,http://arxiv.org/abs/2211.11672v1,Probing de Sitter from the horizon,2022-11-21 17:40:33+00:00,"Mehrdad Mirbabayi,Flavio Riccardi",False,False,True,False,False,True,False,False,False
2022-11-28,http://arxiv.org/abs/2211.11640v1,Magic Fermions: Carroll and Flat Bands,2022-11-21 16:54:49+00:00,"Arjun Bagchi,Aritra Banerjee,Rudranil Basu,Minhajul Islam,Saikat Mondal",True,False,False,False,False,False,False,False,False
2022-11-28,http://arxiv.org/abs/2211.11601v1,Radion dynamics in multibrane Randall-Sundrum model,2022-11-21 15:57:57+00:00,Haiying Cai,False,False,True,False,False,False,False,False,False
2022-11-28,http://arxiv.org/abs/2211.11420v1,General Effective Field Theory of Teleparallel Gravity,2022-11-21 13:07:43+00:00,"Maria Mylova,Jackson Levi Said,Emmanuel N. Saridakis",False,False,True,False,False,False,False,False,False
2022-11-25,http://arxiv.org/abs/2211.10191v1,A stringy realization of a small and positive cosmological constant in dark bubble cosmology,2022-11-18 12:24:01+00:00,"Ulf Danielsson,Oscar Henriksson,Daniel Panizo",False,False,False,False,False,False,False,False,True
2022-11-25,http://arxiv.org/abs/2211.11574v1,Dynamic and Thermodynamic Stability of Charged Perfect Fluid Stars,2022-11-18 05:05:02+00:00,"Kai Shi,Yu Tian,Xiaoning Wu,Hongbao Zhang,Jingchao Zhang",False,False,False,False,False,True,False,False,False
2022-11-24,http://arxiv.org/abs/2211.09823v1,Derivative Corrections to Extremal Black Holes with Moduli,2022-11-17 19:00:00+00:00,"Muldrow Etheredge,Ben Heidenreich",False,False,False,False,False,False,False,True,False
2022-11-24,http://arxiv.org/abs/2211.09661v1,Physics of warped dimensions: discrete and continuous spectra,2022-11-17 17:00:13+00:00,"Eugenio Megias,Mariano Quiros",False,False,False,False,False,True,False,False,False
2022-11-23,http://arxiv.org/abs/2211.09181v1,Resurgence of a de Sitter Glauber-Sudarshan State: Nodal Diagrams and Borel Resummation,2022-11-16 20:04:51+00:00,"Suddhasattwa Brahma,Keshav Dasgupta,Mir-Mehedi Faruk,Bohdan Kulinich,Viraj Meruliya,Brent Pym,Radu Tatar",False,False,False,False,False,True,False,True,False
2022-11-23,http://arxiv.org/abs/2211.09151v1,Celestial Locality and the Jacobi Identity,2022-11-16 19:01:06+00:00,Adam Ball,False,False,True,False,False,False,False,False,False
2022-11-23,http://arxiv.org/abs/2211.09128v1,Holographic origin of TCC and the Distance Conjecture,2022-11-16 19:00:00+00:00,Alek Bedroya,False,False,False,False,False,False,False,True,False
2022-11-22,http://arxiv.org/abs/2211.08342v1,A positive cosmological constant as a geometrical artifact,2022-11-15 17:53:14+00:00,"Pantelis S. Apostolopoulos,Christos Tsipogiannis",False,False,True,False,False,False,False,False,False
2022-11-22,http://arxiv.org/abs/2211.08065v1,Effective field theory in light of relative entropy,2022-11-15 11:37:57+00:00,"Qing-Hong Cao,Naoto Kan,Daiki Ueda",False,False,True,False,False,True,False,False,True
2022-11-22,http://arxiv.org/abs/2211.07943v1,Implications of quantum gravity for dark matter in the brane-world scenario,2022-11-15 07:06:44+00:00,Cao H. Nam,False,False,False,False,False,False,False,True,False
2022-11-18,http://arxiv.org/abs/2211.06275v1,"Hilbert Series, the Higgs Mechanism, and HEFT",2022-11-11 15:32:47+00:00,"Lukáš Gráf,Brian Henning,Xiaochuan Lu,Tom Melia,Hitoshi Murayama",False,False,True,False,False,False,False,False,False
2022-11-18,http://arxiv.org/abs/2211.06268v1,Early and late time cosmology: the $f(R)$ gravity perspective,2022-11-11 15:21:45+00:00,"Francesco Bajardi,Rocco D'Agostino,Micol Benetti,Vittorio De Falco,Salvatore Capozziello",False,False,False,False,False,False,False,True,False
2022-11-17,http://arxiv.org/abs/2211.05795v1,Bounds on photon scattering,2022-11-10 19:00:02+00:00,"Kelian Häring,Aditya Hebbar,Denis Karateev,Marco Meineri,João Penedones",False,False,False,False,False,True,False,False,False
2022-11-17,http://arxiv.org/abs/2211.05306v1,No Smooth Spacetime in Lorentzian Quantum Cosmology and Trans-Planckian Physics,2022-11-10 02:57:16+00:00,"Hiroki Matsui,Shinji Mukohyama,Atsushi Naruko",True,False,False,False,False,False,False,False,False
2022-11-16,http://arxiv.org/abs/2211.05265v1,On primordial universe in anti-de Sitter landscape,2022-11-09 23:51:03+00:00,"Pu-Xin Lin,Jun Zhang,Yun-Song Piao",False,False,False,False,True,False,False,False,False
2022-11-16,http://arxiv.org/abs/2211.05147v1,Hall Droplet Sheets in Holographic QCD,2022-11-09 19:00:19+00:00,"Francesco Bigazzi,Aldo L. Cotrone,Andrea Olzi",False,False,False,True,False,False,False,False,False
2022-11-16,http://arxiv.org/abs/2211.04711v1,Gravitational wave constraints on spatial covariant gravities,2022-11-09 07:05:52+00:00,"Tao Zhu,Wen Zhao,Anzhong Wang",False,False,True,False,False,False,False,False,False
2022-11-15,http://arxiv.org/abs/2211.04477v1,Self-Binding Energies in AdS,2022-11-08 19:00:00+00:00,"Stefano Andriolo,Marco Michel,Eran Palti",False,False,False,False,False,False,False,False,True
2022-11-15,http://arxiv.org/abs/2211.04231v1,On-Shell Flow,2022-11-08 13:24:24+00:00,Davide De Biasio,False,True,False,False,False,False,False,True,False
2022-11-13,http://arxiv.org/abs/2211.03006v1,The infrared Yang-Mills wave functional due to percolating center vortices,2022-11-06 01:53:23+00:00,"D. R. Junior,L. E. Oxman,H. Reinhardt",False,False,True,False,False,False,False,False,False
2022-11-09,http://arxiv.org/abs/2211.01420v1,A Complete Set of the Dimension-8 Green's Basis Operators in the Standard Model Effective Field Theory,2022-11-02 18:26:03+00:00,"Zhe Ren,Jiang-Hao Yu",False,False,True,False,False,False,False,False,False
2022-11-09,http://arxiv.org/abs/2211.01409v1,EFT strings and emergence,2022-11-02 18:05:01+00:00,"Fernando Marchesano,Luca Melotti",False,False,True,False,False,False,False,False,False
2022-11-09,http://arxiv.org/abs/2211.01376v1,Higgs Condensates are Symmetry-Protected Topological Phases: I. Discrete Symmetries,2022-11-02 18:00:00+00:00,"Ruben Verresen,Umberto Borla,Ashvin Vishwanath,Sergej Moroz,Ryan Thorngren",False,False,False,False,True,False,False,False,False
2022-11-09,http://arxiv.org/abs/2211.01322v1,Amplitude's positivity vs. subluminality: Causality and Unitary Constraints on dimension 6 & 8 Gluonic operators in the SMEFT,2022-11-02 17:42:38+00:00,"Diptimoy Ghosh,Rajat Sharma,Farman Ullah",True,False,True,False,False,True,False,False,False
2022-11-07,http://arxiv.org/abs/2211.00085v1,Classical vs Quantum Eikonal Scattering and its Causal Structure,2022-10-31 18:37:15+00:00,"Brando Bellazzini,Giulia Isabella,Massimiliano Maria Riva",False,False,False,False,False,True,False,False,False
2022-11-07,http://arxiv.org/abs/2211.00016v1,Chaos and pole-skipping in a simply spinning plasma,2022-10-31 18:00:01+00:00,"Markus A. G. Amano,Mike Blake,Casey Cartwright,Matthias Kaminski,Anthony P. Thompson",True,False,False,False,False,False,False,False,False
2022-11-07,http://arxiv.org/abs/2210.17538v1,From the EFT of Spinning Gravitating Objects to Poincaré and Gauge Invariance,2022-10-31 17:53:32+00:00,"Michèle Levi,Roger Morales,Zhewei Yin",False,False,True,False,False,False,False,False,False
2022-11-05,http://arxiv.org/abs/2210.16597v2,Low energy models of string theory,2022-10-29 13:33:57+00:00,"Poula Tadros,Iiro Vilja",False,False,False,False,False,False,False,True,False
2022-11-05,http://arxiv.org/abs/2210.16459v1,Non-Gaussianities in generalized non-local $R^2$-like inflation,2022-10-29 01:36:04+00:00,"Alexey S. Koshelev,K. Sravan Kumar,Alexei A. Starobinsky",False,False,True,False,False,False,False,False,False
2022-11-04,http://arxiv.org/abs/2210.16320v1,Colliding Ghosts: Constraining Inflation with the Parity-Odd Galaxy Four-Point Function,2022-10-28 18:00:00+00:00,"Giovanni Cabass,Mikhail M. Ivanov,Oliver H. E. Philcox",False,False,True,False,False,False,False,False,False
2022-11-04,http://arxiv.org/abs/2210.16072v1,Form Factors in Asymptotically Safe Quantum Gravity,2022-10-28 11:44:10+00:00,"Benjamin Knorr,Chris Ripken,Frank Saueressig",False,False,False,False,False,True,False,False,False
2022-11-03,http://arxiv.org/abs/2210.15694v1,Giant Vortices and the Regge Limit,2022-10-27 18:00:28+00:00,"Gabriel Cuomo,Zohar Komargodski",False,False,False,False,False,False,True,False,False
2022-11-03,http://arxiv.org/abs/2210.15683v1,QFT in AdS instead of LSZ,2022-10-27 18:00:01+00:00,"Balt C. van Rees,Xiang Zhao",True,False,False,False,False,False,False,False,False
2022-11-03,http://arxiv.org/abs/2210.15213v1,Superluminal propagation from IR physics,2022-10-27 06:56:40+00:00,"Asuka Ito,Teruaki Suyama",True,False,False,False,False,False,False,False,False
2022-11-03,http://arxiv.org/abs/2210.15129v1,Exact analytic expressions of real tensor eigenvalue distributions of Gaussian tensor model for small $N$,2022-10-27 02:28:01+00:00,Naoki Sasakura,False,False,True,False,False,False,False,False,False
2022-11-02,http://arxiv.org/abs/2210.14939v1,Complete NNLO Operator Bases in Higgs Effective Field Theory,2022-10-26 18:00:07+00:00,"Hao Sun,Ming-Lei Xiao,Jiang-Hao Yu",False,False,True,False,False,False,False,False,False
2022-11-02,http://arxiv.org/abs/2210.14931v1,Cosmological inference from the EFTofLSS: the eBOSS QSO full-shape analysis,2022-10-26 18:00:03+00:00,"Théo Simon,Pierre Zhang,Vivian Poulin",False,False,True,False,False,False,False,False,False
2022-11-01,http://arxiv.org/abs/2210.14272v2,Dynamic and static properties of Quantum Hall and Harmonic Oscillator systems on the non-commutative plane,2022-10-25 18:52:06+00:00,"Nicolas Nessi,Lucas Sourrouille",False,False,True,False,False,False,False,False,False
2022-10-29,http://arxiv.org/abs/2210.12416v1,Modelling Cosmic Springs with Finsler and Generalised Finsler Geometries,2022-10-22 11:13:53+00:00,Matthew J. Lake,True,False,False,False,False,False,False,False,False
2022-10-28,http://arxiv.org/abs/2210.12163v1,Veneziano Variations: How Unique are String Amplitudes?,2022-10-21 18:00:00+00:00,"Clifford Cheung,Grant N. Remmen",False,False,False,False,False,False,True,False,False
2022-10-28,http://arxiv.org/abs/2210.12085v1,Minimal Entanglement and Emergent Symmetries in Low-energy QCD,2022-10-21 16:20:01+00:00,"Qiaofeng Liu,Ian Low,Thomas Mehen",False,False,True,False,False,False,False,False,False
2022-10-28,http://arxiv.org/abs/2210.12033v1,On Small Black Holes in String Theory,2022-10-21 15:27:18+00:00,"Bruno Balthazar,Jinwei Chu,David Kutasov",False,False,True,False,False,False,False,False,False
2022-10-28,http://arxiv.org/abs/2210.11854v1,All finite-mass Dirac monopoles,2022-10-21 10:20:56+00:00,"Filip Blaschke,Petr Beneš",False,False,False,False,True,False,False,False,False
2022-10-28,http://arxiv.org/abs/2210.11821v1,Echo of the Dark: Gravitational Waves from Dark SU(3) Yang-Mills Theory,2022-10-21 08:47:23+00:00,"Enrico Morgante,Nicklas Ramberg,Pedro Schwaller",False,False,False,True,False,False,False,False,False
2022-10-27,http://arxiv.org/abs/2210.11241v1,SMEFT effects on gravitational wave spectrum from electroweak phase transition,2022-10-20 13:13:14+00:00,"Katsuya Hashino,Daiki Ueda",False,False,True,False,False,False,False,False,False
2022-10-27,http://arxiv.org/abs/2210.11071v1,Lepton anomaly from QED diagrams with vacuum polarization insertions within the Mellin-Barnes representation,2022-10-20 07:50:20+00:00,"O. P. Solovtsova,V. I. Lashkevich,L. P. Kaptari",True,False,False,False,False,False,False,False,False
2022-10-26,http://arxiv.org/abs/2210.10797v1,Quantum Gravity Bounds on N=1 Effective Theories in Four Dimensions,2022-10-19 18:00:02+00:00,"Luca Martucci,Nicolo Risso,Timo Weigand",False,False,True,False,False,True,False,True,False
2022-10-26,http://arxiv.org/abs/2210.10791v1,Multifield Positivity Bounds for Inflation,2022-10-19 18:00:01+00:00,"Marat Freytsis,Soubhik Kumar,Grant N. Remmen,Nicholas L. Rodd",True,False,True,False,False,True,False,False,False
2022-10-25,http://arxiv.org/abs/2210.10126v1,Division algebraic symmetry breaking,2022-10-18 19:57:27+00:00,"N. Furey,M. J. Hughes",False,False,True,False,False,False,False,False,False
2022-10-25,http://arxiv.org/abs/2210.10119v1,Isometry invariance of exact correlation functions in various charts of Minkowski and de Sitter spaces,2022-10-18 19:30:17+00:00,"E. T. Akhmedov,I. V. Kochergin,M. N. Milovanova",False,False,True,False,False,False,False,False,False
2022-10-25,http://arxiv.org/abs/2210.09952v1,Upper limits on the Polarized Isotropic Stochastic Gravitational-Wave Background from Advanced LIGO-Virgo's First Three Observing Runs,2022-10-18 16:07:32+00:00,"Yang Jiang,Qing-Guo Huang",False,False,True,False,False,False,False,False,False
2022-10-24,http://arxiv.org/abs/2210.09088v1,Pion dynamics in a soft-wall AdS-QCD model,2022-10-17 13:34:36+00:00,"Xuanmin Cao,Matteo Baggioli,Hui Liu,Danning Li",True,False,False,False,False,False,False,False,False
2022-10-24,http://arxiv.org/abs/2210.08919v1,Holographic entanglement entropy probe on spontaneous symmetry breaking with vector order,2022-10-17 10:18:21+00:00,"Chanyong Park,Gitae Kim,Ji-seong Chae,Jae-Hyuk Oh",False,False,True,False,False,False,False,False,False
2022-10-23,http://arxiv.org/abs/2210.08466v1,Aspects of type IIA AdS$_4$ orientifold vacua,2022-10-16 07:00:15+00:00,Joan Quirant,False,False,False,False,False,False,False,True,True
2022-10-19,http://arxiv.org/abs/2210.06513v1,Nearly Critical Holographic Superfluids,2022-10-12 18:12:12+00:00,"Aristomenis Donos,Polydoros Kailidis",True,False,False,False,False,False,False,False,False
2022-10-19,http://arxiv.org/abs/2210.06320v1,Cosmic evolution and thermal stability of Barrow holographic dark energy in nonflat Friedmann-Robertson-Walker Universe,2022-10-12 15:39:05+00:00,Giuseppe Gaetano Luciano,False,False,False,False,False,True,False,False,False
2022-10-18,http://arxiv.org/abs/2210.05820v1,EFT for de Sitter Space,2022-10-11 23:04:15+00:00,Daniel Green,False,False,True,False,False,False,False,False,False
2022-10-18,http://arxiv.org/abs/2210.05347v1,Feynman integral reduction using Gröbner bases,2022-10-11 11:19:14+00:00,"Mohamed Barakat,Robin Brüser,Claus Fieker,Tobias Huber,Jan Piclum",False,False,True,False,False,False,False,False,False
2022-10-18,http://arxiv.org/abs/2210.05288v1,"Quantum chaos in supersymmetric Yang-Mills-like model: equation of state, entanglement, and spectral form-factors",2022-10-11 09:35:39+00:00,Pavel Buividovich,False,False,True,False,False,False,False,False,False
2022-10-17,http://arxiv.org/abs/2210.04855v1,3D Quantum Gravity from Holomorphic Blocks,2022-10-10 17:14:58+00:00,"Etera R. Livine,Qiaoyin Pan",False,False,False,False,False,False,True,False,False
2022-10-14,http://arxiv.org/abs/2210.03706v1,"Fluxes, Vacua, and Tadpoles meet Landau-Ginzburg and Fermat",2022-10-07 17:17:23+00:00,"Katrin Becker,Eduardo Gonzalo,Johannes Walcher,Timm Wrase",False,False,False,False,True,False,False,True,False
2022-10-13,http://arxiv.org/abs/2210.02950v2,Fast Scrambling of mutual information in Kerr-AdS$_{\textbf{5}}$,2022-10-06 14:39:44+00:00,"Vinay Malvimat,Rohan R. Poojary",False,False,True,False,False,False,False,False,False
2022-10-13,http://arxiv.org/abs/2210.02907v1,Parity violation in the scalar trispectrum: no-go theorems and yes-go examples,2022-10-06 13:20:40+00:00,"Giovanni Cabass,Sadra Jazayeri,Enrico Pajer,David Stefanyszyn",True,False,False,False,False,False,False,False,False
2022-10-13,http://arxiv.org/abs/2210.02894v1,Higher derivative corrections to black brane thermodynamics and the weak gravity conjecture,2022-10-06 13:11:24+00:00,"Toshifumi Noumi,Hibiki Satake",False,False,False,False,False,True,False,False,True
2022-10-12,http://arxiv.org/abs/2210.02475v1,The Dark Universe: Primordial Black Hole $\leftrightharpoons$ Dark Graviton Gas Connection,2022-10-05 18:00:24+00:00,"Luis Anchordoqui,Ignatios Antoniadis,Dieter Lust",False,False,True,False,False,False,False,False,False
2022-10-12,http://arxiv.org/abs/2210.02395v1,Physical significance of generalized boundary conditions: an Unruh-DeWitt detector viewpoint on $\text{AdS}_2 \times \mathbb{S}^2$,2022-10-05 17:15:02+00:00,"Lissa de Souza Campos,Claudio Dappiaggi,Luca Sinibaldi",False,False,True,False,False,False,False,False,False
2022-10-11,http://arxiv.org/abs/2210.01563v1,Mass and width of unstable molecular state in quantum field theory,2022-10-04 12:38:23+00:00,"Xiaozhao Chen,Xiaofu Lü,Xiurong Guo,Qingbiao Wang",True,False,False,False,False,False,False,False,False
2022-10-11,http://arxiv.org/abs/2210.01502v1,Bridging Positivity and S-matrix Bootstrap Bounds,2022-10-04 10:13:45+00:00,"Joan Elias Miro,Andrea Guerrieri,Mehmet Asim Gumus",False,False,False,False,False,True,False,False,False
2022-10-09,http://arxiv.org/abs/2210.00477v1,Newton versus Coulomb for Kaluza-Klein modes,2022-10-02 10:20:34+00:00,"Karim Benakli,Carlo Branchina,Gaëtan Lafforgue-Marmet",False,False,False,False,False,False,False,False,True
2022-10-08,http://arxiv.org/abs/2210.00287v1,"Spherically symmetric, static black holes with scalar hair, and naked singularities in nonminimally coupled k-essence",2022-10-01 14:22:39+00:00,"Cecília Nagy,Zoltán Keresztes,László Á. Gergely",False,False,True,False,False,False,False,False,False
2022-10-07,http://arxiv.org/abs/2210.00059v1,Nonlinear automorphism of the conformal algebra in 2D and continuous $\sqrt{T\bar{T}}$ deformations,2022-09-30 19:47:40+00:00,"David Tempo,Ricardo Troncoso",False,False,True,False,False,False,False,False,False
2022-10-07,http://arxiv.org/abs/2209.15443v1,Towards structures in the flux landscape at large number of moduli,2022-09-30 12:48:46+00:00,"Sven Krippendorf,Valentí Vall Camell",False,False,False,False,True,False,False,False,False
2022-10-06,http://arxiv.org/abs/2209.14883v1,Stable and unstable perturbations in universal scaling phenomena far from equilibrium,2022-09-29 15:51:58+00:00,"Thimo Preis,Michal P. Heller,Jürgen Berges",True,False,False,False,False,False,False,False,False
2022-10-06,http://arxiv.org/abs/2209.14669v1,Allowable Complex Scalars from Kaluza-Klein Compactifications and Metric Rescalings,2022-09-29 10:07:09+00:00,Jean-Luc Lehners,False,False,False,False,False,False,False,True,False
2022-10-05,http://arxiv.org/abs/2209.14428v1,On Pidduck polynomials and zeros of the Riemann zeta function,2022-09-28 21:30:47+00:00,Ori J. Ganor,False,False,True,False,False,False,False,False,False
2022-10-05,http://arxiv.org/abs/2209.14398v1,Testing gravitational wave propagation with multiband detections,2022-09-28 19:48:20+00:00,"Tessa Baker,Enrico Barausse,Anson Chen,Claudia de Rham,Mauro Pieroni,Gianmassimo Tasinato",False,False,True,False,False,False,False,False,False
2022-10-05,http://arxiv.org/abs/2209.14379v1,Infinite distances in multicritical CFTs and higher-spin holography,2022-09-28 19:14:59+00:00,"Ivano Basile,Andrea Campoleoni,Simon Pekar,Evgeny Skvortsov",False,True,False,False,False,False,False,True,False
2022-10-05,http://arxiv.org/abs/2209.14332v1,A Semidefinite Programming algorithm for the Quantum Mechanical Bootstrap,2022-09-28 18:02:58+00:00,"David Berenstein,George Hulsey",False,False,False,False,False,True,False,False,False
2022-10-05,http://arxiv.org/abs/2209.14324v1,Vanishing of black hole tidal Love numbers from scattering amplitudes,2022-09-28 18:00:36+00:00,"Mikhail M. Ivanov,Zihan Zhou",False,False,True,False,False,False,False,False,False
2022-10-05,http://arxiv.org/abs/2209.14309v1,Symmetry energy in holographic QCD,2022-09-28 18:00:02+00:00,"Lorenzo Bartolini,Sven Bjarke Gudnason",False,False,False,True,False,False,False,False,False
2022-10-05,http://arxiv.org/abs/2209.14285v1,Polarized gluon distribution in the proton from holographic light-front QCD,2022-09-28 17:51:57+00:00,"Bheemsehan Gurjar,Chandan Mondal,Dipankar Chakrabarti",False,False,False,True,False,False,False,False,False
2022-10-05,http://arxiv.org/abs/2209.14124v1,Attractive gravity probe surfaces in higher dimensions,2022-09-28 14:22:13+00:00,"Keisuke Izumi,Yoshimune Tomikawa,Tetsuya Shiromizu,Hirotaka Yoshino",False,False,True,False,False,False,False,False,True
2022-09-29,http://arxiv.org/abs/2209.11051v1,Hybrid metric-Palatini Higgs inflation,2022-09-22 14:45:49+00:00,"Minxi He,Yusuke Mikura,Yuichiro Tada",False,False,True,False,False,False,False,False,False
2022-09-29,http://arxiv.org/abs/2209.10962v1,Algorithms for minimal Picard-Fuchs operators of Feynman integrals,2022-09-22 12:31:10+00:00,"Pierre Lairez,Pierre Vanhove",False,False,True,False,False,False,False,False,False
2022-09-28,http://arxiv.org/abs/2209.10553v1,Revisiting Dudas-Mourad compactifications,2022-09-21 18:00:00+00:00,"Ivano Basile,Salvatore Raucci,Sylvain Thomée",False,True,False,False,False,False,False,True,False
2022-09-28,http://arxiv.org/abs/2209.10297v1,"Cobordism, Singularities and the Ricci Flow Conjecture",2022-09-21 12:13:11+00:00,"David Martín Velázquez,Davide De Biasio,Dieter Lust",False,False,False,False,False,False,False,True,False
2022-09-27,http://arxiv.org/abs/2209.09919v1,Bootstrapping the Kronig-Penney Model,2022-09-20 18:00:04+00:00,"Matthew J. Blacker,Arpan Bhattacharyya,Aritra Banerjee",True,False,False,False,False,False,False,False,False
2022-09-27,http://arxiv.org/abs/2209.09685v1,A fraction of dark matter fading with early dark energy ?,2022-09-20 12:40:11+00:00,"Hao Wang,Yun-song Piao",False,False,False,False,False,False,False,True,False
2022-09-26,http://arxiv.org/abs/2209.09361v1,Considerations on the ModMax electrodynamics in the presence of an electric and magnetic background,2022-09-19 21:44:05+00:00,"M. J. Neves,Patricio Gaete,L. P. R. Ospedal,J. A. Helayël-Neto",True,False,False,False,False,False,False,False,False
